0.00636942675159236 0 0.00636942675159236 0.00636942675159236 0.0127388535031847 0.0764331210191083 0.121019108280255 0 0 0 0.00636942675159236 0.0254777070063694 0.0127388535031847 0 0.00636942675159236 0 0.0955414012738854 0.10828025477707 0.0318471337579618 0 0.00636942675159236 0 0 0.00636942675159236 0.00636942675159236 0.0127388535031847 0.0254777070063694 0 0 0 0 0.184713375796178 0 0.0127388535031847 0.00636942675159236 0.0318471337579618 0.00636942675159236 0.0127388535031847 0.146496815286624 0.0254777070063694
0.0119047619047619 0 0 0.0595238095238095 0 0 0.0119047619047619 0 0 0 0 0 0.0119047619047619 0.0238095238095238 0.238095238095238 0.0595238095238095 0 0.0119047619047619 0.0119047619047619 0.142857142857143 0 0 0 0 0 0 0.0238095238095238 0.0119047619047619 0 0 0 0.0119047619047619 0 0.0595238095238095 0.0119047619047619 0 0.261904761904762 0.0119047619047619 0 0.0238095238095238
0 0 0 0 0 0 0 0.0208333333333333 0 0.0416666666666667 0 0.0208333333333333 0 0 0.104166666666667 0 0 0.0208333333333333 0 0.3125 0.0416666666666667 0 0.0208333333333333 0 0 0 0 0 0.0208333333333333 0 0.0416666666666667 0 0 0.0416666666666667 0 0 0.3125 0 0 0
0.00892857142857143 0 0.0178571428571429 0.0178571428571429 0.00892857142857143 0.00892857142857143 0 0 0.0446428571428571 0.0267857142857143 0 0.00892857142857143 0 0.0178571428571429 0.0178571428571429 0.116071428571429 0.0357142857142857 0 0 0 0.0267857142857143 0.0714285714285714 0.00892857142857143 0.00892857142857143 0 0.0178571428571429 0.00892857142857143 0 0.00892857142857143 0.0357142857142857 0 0.1875 0.00892857142857143 0 0.00892857142857143 0.00892857142857143 0 0.241071428571429 0.0267857142857143 0
0 0.0298507462686567 0.0447761194029851 0.0149253731343284 0 0 0 0 0.0298507462686567 0.0149253731343284 0 0.0149253731343284 0 0.119402985074627 0.0149253731343284 0.0149253731343284 0.0298507462686567 0.149253731343284 0 0.0149253731343284 0 0 0 0.0895522388059701 0 0.164179104477612 0.0149253731343284 0.0746268656716418 0 0 0.0149253731343284 0 0 0.0447761194029851 0 0.0447761194029851 0 0 0.0298507462686567 0.0298507462686567
0.2 0.0117647058823529 0 0.0117647058823529 0 0.0117647058823529 0 0.0117647058823529 0.0117647058823529 0.0470588235294118 0 0 0.0235294117647059 0.0117647058823529 0.0117647058823529 0.0117647058823529 0.0588235294117647 0.0823529411764706 0 0 0 0.0117647058823529 0.0235294117647059 0.0117647058823529 0.0235294117647059 0.0941176470588235 0 0.0823529411764706 0 0.0235294117647059 0 0.0117647058823529 0.0117647058823529 0.0823529411764706 0.0470588235294118 0.0705882352941176 0 0 0 0
0 0.0204081632653061 0.173469387755102 0 0 0 0.0204081632653061 0 0 0.0102040816326531 0.0102040816326531 0.0102040816326531 0.0816326530612245 0.0408163265306122 0 0.0714285714285714 0.0510204081632653 0 0.0204081632653061 0 0 0.142857142857143 0.0102040816326531 0.0204081632653061 0.0102040816326531 0 0.0510204081632653 0.0204081632653061 0.0714285714285714 0.0102040816326531 0 0.0918367346938776 0.0102040816326531 0.0102040816326531 0 0.0204081632653061 0 0 0.0204081632653061 0
0 0 0 0.333333333333333 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0
0 0 0 0.03125 0 0 0 0 0.03125 0 0.0625 0 0 0 0.0625 0 0.03125 0 0 0.125 0 0 0.0625 0 0 0.5 0 0 0 0 0.03125 0 0 0 0 0.0625 0 0 0 0
0 0.296296296296296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.037037037037037 0.185185185185185 0 0 0.037037037037037 0 0 0.037037037037037 0 0 0 0 0 0 0 0.37037037037037 0 0.037037037037037 0 0 0 0
0 0 0 0 0.0465116279069767 0 0 0.0232558139534884 0 0.0465116279069767 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0.0232558139534884 0.186046511627907 0.116279069767442 0.162790697674419 0.0232558139534884 0 0.162790697674419 0 0.0232558139534884 0 0 0.0930232558139535 0 0 0 0 0 0 0
0 0.0253164556962025 0 0 0.0253164556962025 0 0 0 0.0126582278481013 0.0126582278481013 0 0.0379746835443038 0 0.0506329113924051 0.0632911392405063 0 0.0126582278481013 0.0379746835443038 0.189873417721519 0.0506329113924051 0.0126582278481013 0.0253164556962025 0 0.0886075949367089 0.0126582278481013 0.0126582278481013 0.0126582278481013 0.164556962025316 0.0759493670886076 0 0 0.0126582278481013 0 0 0 0.0506329113924051 0 0 0.0126582278481013 0
0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0.142857142857143 0 0 0 0 0.142857142857143 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0 0.285714285714286 0 0 0.142857142857143 0 0 0
